tweet_id	tweet_text	class_label
1061291825879691264	Be in Ventura County later today RT RyanMaue: Smoke model forecast (thru Sunday) for California shows forest fires sending choking plumes of smoke over the Bay Area, generally southward and then out over the Pacific.	caution_and_advice
1065026972928098305	RT @OrovilleMR: Smoke from California fires can cause problems for wildlife and pets	caution_and_advice
1061736710378160129	@NWSSacramento For those impacted by #California #disaster this book can help with valuable information. Full of information about health &amp; recovery after a fire. For free e-copy, message me with your email and I will send it to anyone free  #rt 4 those in need	caution_and_advice
1061328735494983680	At this point nobody should even lite s cigarette in California #wildfires	caution_and_advice
1065255072907649025	Trump Urges Congress to Boost Forest Management Amid California Wildfires	caution_and_advice
1061180155085828097	This asshole. This tweet brings tears to my eyes. My family has evacuated. My friends have lost their homes. And then there’s this asshole.	displaced_people_and_evacuations
1061358177315360768	RT @LunaLuvgood2017: #CaliforniaFires Where to find help if youve been displaced by the fires	displaced_people_and_evacuations
1061709753498374144	If you know of anyone who has been evacuated from the California fires and does not have their eyewear, LensCrafters has a non profit called OneSight.	displaced_people_and_evacuations
1061385618083758082	These California fires are expanding very, very quickly (in some cases 80-100 acres a minute). If people don’t evacuate quickly, they risk being overtaken by the fire. Please listen to evacuation orders from State and local officials!	displaced_people_and_evacuations
1061270975977787392	these fires are so fucking terrifying.. even more so when you find out your loved ones have to evacuate.. i get that california fires are nuts every year, but it’s november!?	displaced_people_and_evacuations
1061277206075322368	Sadly, the #CampFire has become Californias most destructive wildfire (by structures burned). With over 6700 structures destroyed and very limited containment, more damage is expected. #CAfires	infrastructure_and_utility_damage
1061257079535546368	RT @Breaking911: BREAKING: Fire official says 6,713 structures destroyed in Northern California wildfire that has grown to 140 square miles	infrastructure_and_utility_damage
1061295796149207041	Week of Compassion is sharing word about the fires in California. As I understand it, First Christian Church of Paradise was destroyed. The fire is approaching Chico, where we have a Disciples church. In Southern	infrastructure_and_utility_damage
1062846230588522496	Actor Gerard Butler faced a wave of criticism and taunting from pro-#Palestinian activists on social media for supporting Israeli #soldiers after he shared a photo of his #California home that was destroyed by one of the wildfires currently ravaging the state.	infrastructure_and_utility_damage
1061325222140231681	BREAKING: More than 6,700 structures destroyed in Camp Fire in Northern California, making it the most destructive wildfire in California history; at least 9 dead	infrastructure_and_utility_damage
1063079789374902272	Were traumatized but were alive: Survivors come forward as Camp fire death toll rises to 56	injured_or_dead_people
1064005449878515712	@JohnLGC The economic impact and danger posed by climate change cant be ignored. Thousands of Americans died in Puerto Rico and New Orleans, thousands displaced from Houston. Thousand displaced &amp; likely hundreds killed in California fires.	injured_or_dead_people
1066842651658379264	RT @RealErinCruz: Praise report! California wildfire that killed at least 85 is now 100% contained #TeamErinCruz	injured_or_dead_people
1062821402355486721	Update: #WoolseyFire #CampFire #CaliforniaFires @JamesWoods 50 dead in California wildfires, at least 100 more missing: the latest	injured_or_dead_people
1063277710938583040	⁦@CNN ⁦@nytimes ⁦@washingtonpost ⁦@MSNBC ⁦@JerryBrownGov ⁦@GavinNewsom⁩ Gavin cocaine” Newsom 63 are dead and more than 600 are missing in California’s deadliest fire in state history •This is what happens when democrats run things.	injured_or_dead_people
1064696414419083264	Nearly 1,000 missing: If you are on the list, please call the Butte County Sheriff’s Missing Person Call Center. Let them know you are safe and there is no need to search for you any longer: 530-538-6570, 530-538-7544 and 530-538-7671. #CampFire	missing_or_found_people
1063662848704954368	Im absolutely shocked and deeply saddened by the number of persons who are missing as a result of the wildfires in California. #national #tragedy	missing_or_found_people
1064084936725094401	California wildfires: Number of missing surpasses 1,000	missing_or_found_people
1063991447559507968	Over 1,000 Missing &amp; 71 Dead in California #Wildfires  Remains of eight more victims were recovered Friday, bringing the #CampFire death toll to 71. The growing frequency &amp; intensity of CA wildfires are due to prolonged drought related to #ClimateChange	missing_or_found_people
1064448551852363776	The search for remains of victims of the devastating Northern #California #wildfire has taken on new urgency as rain in the forecast could complicate those efforts	missing_or_found_people
1061361045166448640	RT @Kimbooooly: Victim blaming at its finest:	not_humanitarian
1062636861892517889	So why couldn’t they drop water onto the Grenfell tower using a helicopter???? Instead they were fucking filming people dying and crying for help.	not_humanitarian
1061381902366621696	trump threatens to cut federal funding for California amid latest wildfires. California never votes for the GOP so why would trump help them? For the con man it’s always a transaction and helping California doesn’t benefit him. Looking into his dark soul is frightening.	not_humanitarian
1064115633363853313	I didnt give Trump the credit he deserves. I said he was the dumbest President, but after blaming Californias deadly fires on not raking leaves I must say I clearly understated his stupidity. The only reason hes not the dumbest human, is the fact that he has followers.	not_humanitarian
1064753504382681090	@myserenity69 Thats waaaaayyy more than hes done for Puerto Rico and the victims of the California fires. Just sayin.	not_humanitarian
